panel,model_year,engine_family,engine_model,engine_code,displacement_l,certification_fuel,engine_operation,test_procedure,test_procedure_type
nonroad,2023,PSZXL02.2VTK,KV-4LE1T,4LE1TCVKA-01,2.1790000000000003,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2023,PSZXL02.2ZTB,BZ-4LE2T,4LE2TDZBA-01,2.1790000000000003,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2023,PSZXL03.0PTA,AP-4JJ1T,4JJ1TDPAA-01,2.999,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2022,NDZXL02.9016,TCD2.9L4,C4DI55C,2.9250000000000003,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2022,NKBXL02.4EMC,,,,,,,
nonroad,2023,PCPXL58.6HXF,3512E,CERT 1,58.561,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2023,PCPXL58.6HXG,3512E,CERT 1,58.561,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2022,NVPXL16.1ACW,TWD1645GE,4,16.123,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2022,NKLXL08.9AAM,SAA6D114E-6,4353:FR94516,8.88,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2023,PSZXL07.8QXB,BQ-6HK1X,6HK1XDQBA-01,7.79,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2022,NPKXL07.0BN1,1206F-E70TTA(C7.1),PARENT-4350/1800,7.014,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2023,PDZXL02.2114,TCD2.2L3,C5EI55E,2.194,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2023,PJDXL06.8312,,,,,,,
nonroad,2023,PJDXL13.5314,,,,,,,
nonroad,2023,PHZXL.347C32,1B30E,3000-4.1-cs,0.34700000000000003,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2023,PJDXL04.5316,,,,,,,
nonroad,2023,PJDXL04.5317,,,,,,,
nonroad,2022,NFPXL06.7SDB,F4HFE613T*B,F4HFE613T*B,6.728000000000001,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2023,PKLXL03.3JDC,SAA4D95LE-7,5C02,3.261,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2023,PKBXL.416KCB,,,,,,,
nonroad,2023,PKBXL.479KCC,,,,,,,
nonroad,2023,PKBXL.898KCB,,,,,,,
nonroad,2023,PKBXL01.6ECB,,,,,,,
nonroad,2023,PKBXL01.8EKD,,,,,,,
nonroad,2023,PKBXL02.4EMC,,,,,,,
nonroad,2022,NCPXL78.1NSF,3516C,CERT 1,78.081,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2023,PPKXL.761F1C,403F-07(C0.7),PARENT-6576/1800,0.762,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2023,PPKXL01.5F2V,403F-15(C1.5),PARENT-EK25/2100,1.496,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 6-Mode Cycle,Discrete-Modal Testing
nonroad,2023,PPKXL01.1J2V,403J-11(C1.1),PARENT-IJ24/2800,1.1320000000000001,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 6-Mode Cycle,Ramped-Modal Testing
nonroad,2023,PICLL02.4F4X,E4FH,6285-885-511,2.435,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2023,PYDXL01.3NS3,,,,,,,
nonroad,2023,PMMLL02.7C45,CE-45,CE-45,2.7310000000000003,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2022,NCPXL78.1NZS,3512C,CERT TEST 2,58.561,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2023,PFPXL06.7SCA,,,,,,,
nonroad,2023,PYDXL.993NS1,5ENBPA,,0.993,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 6-Mode Cycle,Discrete-Modal Testing
nonroad,2023,PYDXL01.1NPA,4VNDPM,,1.116,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 6-Mode Cycle,Discrete-Modal Testing
nonroad,2023,PKBXL02.4E1C,,,,,,,
nonroad,2023,PKBXL02.4EKD,,,,,,,
nonroad,2022,NVPXL16.1CDC,TWD1673GE,1,16.123,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2020,LCEXL015.AAJ,QSX15-G,8587:FR10549,14.948,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2023,PYDXL01.1S3N,3TNV76-CL,,1.116,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2023,PYDXL02.0S4T,3MTGP,,1.995,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2023,PFTGL02.2R3N,,,,,,,
nonroad,2023,PKBXL02.6EKD,,,,,,,
nonroad,2023,PFPXL06.7DGB,,,,,,,
nonroad,2023,PYDXL01.3NSA,,,,,,,
nonroad,2022,NVSXL12.8T4F,D13J,13-110,12.777000000000001,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2023,PFPXL06.7SDB,,,,,,,
nonroad,2023,PYDXL03.3NDB,4TNMPC,,3.319,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2023,PYDXL01.6NDA,4KNDPC,,1.6420000000000001,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2023,PCEXL50.0AAH,QSK50,OK1,50.513000000000005,Compressed Natural Gas,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2023,PYDXL.993NS3,5ENBPA,,0.993,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 6-Mode Cycle,Discrete-Modal Testing
nonroad,2023,PMVXL02.5LLL,S4Q2,S4Q2-Y3EPA1,2.5060000000000002,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2022,NDZXL02.9119,TCD2.9L4,C5EI55E,2.9250000000000003,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2023,PKBXL02.2RCB,,,,,,,
nonroad,2023,PJCBL04.8S12,448 TA4-129,E3C,4.765000000000001,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2023,PKBXL03.3E1D,,,,,,,
nonroad,2023,PMVXL01.0EDB,L3E,L3E-P9-2,0.9530000000000001,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2022,NYDXL03.3TGA,4TTGPC,,3.319,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2022,NCPXL09.3NTF,C9.3B,CERT TEST 1,9.286,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2022,NCPXL09.3NTF,C9.3B,CERT TEST 2,9.286,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2022,NDZXL05.7052,D6J,CFVI120B,5.702,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2022,NKBXL05.0A5D,,,,,,,
nonroad,2023,PDZXL04.1054,D4J,CFVI115,4.038,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2023,PYDXL01.6HKA,4LHMQC,,1.568,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2023,PMMLL02.6M63,VNEM363,VNEM363,2.649,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2023,PPKXL07.0PW1,1106D-E70TA(C7.1),PARENT4364/1800,7.014,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2020,LCEXL50.0AAG,QSK50,5347:FR60455,50.513000000000005,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2021,MCEXL30.0AAE,QST30,4811:FR5352,30.48,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2023,PPKXL01.1LCS,403C-11,PARENT-HH13/1500C,1.1320000000000001,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2023,PFPXL08.7FR1,,,,,,,
nonroad,2017,HKLXL60.0AAI,SSDA16V159E-3,4686:FR60446,60.361000000000004,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2023,PYDXL01.6S3N,3KNDP,,1.6420000000000001,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2023,PMRBL65.4EMS,6M33,6M33G12D2/6,19.615000000000002,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2020,LDICL02.4LEA,D24NAP,DL02-LEL05,2.392,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2023,PDICL02.4LEC,DM02P,DM02-LEF00,2.392,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2024,RSZXL05.2RXA,AR-4HK1X,4HK1XDRAB-02,5.1930000000000005,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2023,PVPXL16.1CJA,TAD1672VE,3,16.123,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2023,PLGCL02.5L4A,L4C25-T1A,L4C25-T1A,2.5060000000000002,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2024,RJDXL02.9121,,,,,,,
nonroad,2024,RJDXL13.5146,,,,,,,
nonroad,2023,PDZXL02.2115,TD2.2L3,C5EI44E,2.194,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2023,PVPXL10.8CJA,TAD1172 VE,3,10.837,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2023,PKHXL03.4TCG,KDI 3404TCR/70G,,3.359,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2023,PKHXL02.5TCR,KDI 1903TCR/26B,,1.861,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2024,RFPXL06.7DGS,,,,,,,
nonroad,2023,PFPXL03.6EH2,F5LGL413W*V,F5LGL413W*V,3.595,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2024,RFPXL10.3TR3,,,,,,,
nonroad,2023,PKHXL02.5EST,KDI 2504TM/G18,,2.482,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2023,PKHXL03.4EST,KDI 3404TM/G18,,3.359,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2023,PDICL01.8LEB,DM01P,DM01-LEP00,1.794,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2024,RCPXL15.2NZS,C15,CERT TEST 1,15.213000000000001,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2024,RJDXL04.5141,,,,,,,
nonroad,2024,RLGCL01.9L3D,L3CRV-N2,L3CRV-N2,1.879,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2024,RPKXL04.4NR1,1104D-E44TA(C4.4),PARENT-4154/2200,4.399,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2024,RMVXL24.5BBA,S6R-PTAW,S6R-Y2PTAW-1,24.514000000000003,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2024,RMVXL01.8EDB,S3L2,S3L2-P18-2,1.3190000000000002,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 6-Mode Cycle,Discrete-Modal Testing
nonroad,2024,RLHAL18.0SQC,,,,,,,
nonroad,2023,PFPXL08.7T4X,F2CFE613K*B,F2CFE613K*B,8.709,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2024,RPKXL01.5F2V,403F-15(C1.5),PARENT-EK25/2100,1.496,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 6-Mode Cycle,Discrete-Modal Testing
nonroad,2024,RTYCL2.29A48,T2300N2,T2300N2,2.287,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2024,RTYCL1.72A34,T1700N6,T1700N6,1.715,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 6-Mode Cycle,Ramped-Modal Testing
nonroad,2023,PLHAL103.VQC,,,,,,,
nonroad,2024,RPKXL01.5N3T,403D-15T(C1.5),PAR-GL39/2800,1.496,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2024,RDZXL02.9021,D2.9L4,"C4DI36,4",2.9250000000000003,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2023,PFPXL03.4BPC,,,,,,,
nonroad,2023,PCPXL15.2HTF,C15,CERT TEST 1,15.213000000000001,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2023,PJDXL06.8309,,,,,,,
nonroad,2023,PYDXL04.6HDA,4XDSPC,,4.572,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2023,PPKXL03.6FX1,904J-E36TADDS(C3.6),PARENT-5046/2200,3.621,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2023,PCPXL78.1NVF,3516E,CERT 1,78.081,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2024,RFPXL11.1T4W,,,,,,,
nonroad,2023,PVPXL16.1CDD,TWD1683GE,1,16.123,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2023,PDZXL06.1049,TCD6.1L6,CFWT174U,6.057,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2024,RMDDL21.0ZWR,12V1600G90S,7313,21.042,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2023,PPKXL02.2IR1,404J-E22TA(C2.2),PARUS-6824/1800,2.217,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2024,RYDXL.993NPA,5ENBPM,,0.993,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 6-Mode Cycle,Ramped-Modal Testing
nonroad,2024,RYDXL01.3TPA,,,,,,,
nonroad,2024,RFPXL03.4DER,,,,,,,
nonroad,2024,RKBXL.417KCB,,,,,,,
nonroad,2024,RKBXL02.6EMD,,,,,,,
nonroad,2024,RFPXL15.9GT1,,,,,,,
nonroad,2024,RYDXL03.3S4T,3TTGP,,3.319,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2024,RKBXL02.2FCC,,,,,,,
nonroad,2024,RKBXL03.3BCC,,,,,,,
nonroad,2024,RKBXL03.6BAC,,,,,,,
nonroad,2023,PCPXL106.NZS,C175-16,CERT TEST 3,84.66600000000001,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2024,RYDXL02.1HDA,,,,,,,
nonroad,2023,PFPXL03.6EH1,F5LGL413A*V,F5LGL413A*V,3.595,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2023,PFPXL12.9FR2,F3HGE613Z*V,F3HGE613Z*V,12.882000000000001,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2024,RFPXL11.1FR1,,,,,,,
nonroad,2023,PVSXL12.8T4F,D13J,13-110,12.777000000000001,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2023,PVSXL07.7STV,D8M,8-25,7.698,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2023,PCPXL78.1NSF,3516C,CERT 1,78.081,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2023,PCPXL78.1NSF,3516C,CERT 2,78.081,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2023,PHZXL02.0V53,4H50NO,2000-var-18.4,1.951,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 6-Mode Cycle,Ramped-Modal Testing
nonroad,2024,RYDXL.320H1N,,,,,,,
nonroad,2024,RDTAL04.8RJC,OM 924 LA,OM924LA.E3A/3,4.801,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2024,RKOEL4.33TAX,4K1080TA1,4K1080TA1,4.33,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2024,RSIDL06.6I7C,49 LFTN-D5.1566,1,4.91,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2024,RSIDL09.8H6C,84AWF.915,1,8.419,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2024,RFGXL3.85ED0,KD355TA,KD3TA,2.887,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2024,RCEXL0409AAB,QSB6.7,8611;FR91421,6.69,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2024,RFPXL04.5LBH,,,,,,,
nonroad,2024,RHZXL02.0V50,3H50TIC,2800-var-43.7-HT,1.463,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2024,RCEXL0540AAB,QSL8.9G,2701:FR92858G,8.88,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2024,RFPXL12.9TDS,F3DFE613F*B,F3DFE613F*B,12.882000000000001,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2024,RYDXL01.1NPA,,,,,,,
nonroad,2024,RKBXL02.4G3D,,,,,,,
nonroad,2024,RFPXL03.4BPC,,,,,,,
nonroad,2024,RFPXL03.4CDC,,,,,,,
nonroad,2024,RVPXL16.1CEB,,,,,,,
nonroad,2024,RCEXL04.5AAH,QSB4.5,OB1,4.46,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2024,RCEXL04.5AAK,K323,OB1,4.46,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2024,RKBXL01.6ECB,,,,,,,
nonroad,2024,RCPXL106.NVF,C175-16,CERT 1,84.66600000000001,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2024,RCEXL78.0AAA,QST30,OK1,30.48,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2023,PCEXL04.5AAK,K323,OB1,4.46,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2021,MCEXL15.0AAL,QSX15,43961;FR11106,14.948,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2016,GCEXL15.0AAL,QSX15,43961;FR11106,14.948,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2020,LCEXL0275AAG,QSB4.5,8725:FR91995,4.46,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2023,PCEXL08.9AAR,QSL8.9,OL1,8.88,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2015,FCEXL0275AAG,QSB4.5,8725:FR91995,4.46,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2014,ECEXL0275AAH,QSB4.5,1472:FR91668,4.46,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2022,NCEXL0409AAB,QSB6.7,4536:FR94428,6.69,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2024,RCEXL23.0AAD,QSK23,OK1,23.152,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2019,KCEXL0409AAB,QSB6.7,8611;FR91421,6.69,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2019,KCEXL0409AAB,QSB6.7,4536:FR94428,6.69,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2018,JCEXL0409AAB,QSB6.7,4536:FR94428,6.69,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2016,GCEXL0409AAB,QSB6.7,8611;FR91421,6.69,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2015,FCEXL0409AAB,QSB6.7,8611;FR91421,6.69,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2015,FCEXL0409AAB,QSB6.7,4536:FR94428,6.69,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2017,HCEXL0409AAC,QSB6.7,0426;FR91850,6.69,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2016,GCEXL0409AAC,QSB6.7,0426;FR91850,6.69,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2018,JCEXL0505AAE,QSC,8539:FR91358,8.268,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2024,RCEXL023.AAB,QSK23-NR2,OK7,23.152,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2019,KCEXL12.0AAA,QSG12,4271:FR20584,11.824,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2022,NCEXL0409AAD,QSB7-G5,2605;FR92278G5,6.69,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2016,GCEXL0409AAD,QSB7-G5,2605;FR92278G5,6.69,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2021,MCEXL08.9AAR,QSL8.9,5540:FR96977-G1,8.88,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2023,PCEXL0661AAH,QSM11-G,LM1,10.824,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2020,LCEXL0661AAH,QSM11-G,1778:FR20144,10.824,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2021,MCEXL0661AAH,QSM11-G,1778:FR20144,10.824,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
