panel,model_year,engine_family,engine_model,engine_code,displacement_l,certification_fuel,engine_operation,test_procedure,test_procedure_type
nonroad,2025,SMVXL01.0EDB,L3E,L3E-P13-2,0.9530000000000001,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 6-Mode Cycle,Ramped-Modal Testing
nonroad,2025,SMVXL01.1EDA,L3E3,L3E3-P18-1,1.102,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 6-Mode Cycle,Discrete-Modal Testing
nonroad,2025,SMVXL02.2EBA,D04CJ-TAA,4CJ-P55-1,2.2070000000000003,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2026,TPKXL01.1LCS,403C-11,PARENT-HH13/1500C,1.1320000000000001,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2022,NFPXL03.6EK1,F5MGL413A*C,F5MGL413A*C,3.595,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2026,TPKXL02.2NLC,404D-22(C2.2),PARENT-GN28/1500C,2.217,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2026,TPKXL04.4NR1,1104D-E44TA(C4.4),PARENT-4514/1800,4.399,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2026,TCEXL04.5AAH,QSB4.5,OB1,4.46,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2025,SCEXL03.8AAF,F3.8,OF1,3.7590000000000003,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2026,TCEXL15.0AAL,,,,,,,
nonroad,2025,SKBXL01.5BCB,,,,,,,
nonroad,2026,TCEXL050.AAD,QSK50-G,OK22,50.513000000000005,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2025,SKLXL06.7AAM,SAA6D107E-3-B,4458:FR94557,6.69,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2025,SKLXL03.3JDC,SAA4D95LE-7,5C02,3.261,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2020,LFPXL12.9TSS,F3HFE613B*B,F3HFE613B*B,12.882000000000001,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2022,NFPXL12.9TSS,F3HFE613B*B,F3HFE613B*B,12.882000000000001,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2024,RFPXL12.9TSS,F3HFE613B*B,F3HFE613B*B,12.882000000000001,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2020,LCEXL03.3BAA,4BT3.3G,3056:FR92868,3.261,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2025,SPKXL07.0VL4,1206J-E70TA(C7.1),PARENT-6188/2200,7.014,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2026,TDZXL02.2112,D2.2L3,C5OI18B,2.194,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2021,MCEXL03.3CAA,4BTAA3.3G7,3057:FR92463,3.261,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2018,JCEXL03.3CAA,4BTAA3.3G7,3057:FR92463,3.261,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2026,TDZXL05.7052,D6J,CFVI120B,5.702,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2016,GCEXL03.3CAA,4BTAA3.3G7,3057:FR92463,3.261,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2026,TDZXL04.8029,TCD2013L04 2V,D3UC100,4.764,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2026,TDZXL02.9016,TCD2.9L4,C4DT55D,2.9250000000000003,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2026,TDZXL06.1059,TCD6.1L6,CFVI129A,6.057,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2026,TDCLL01.8HNV,,,,,,,
nonroad,2026,TLHAL10.5SWC,D936 A7-05,R06LW7101,10.521,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2025,SLHAL103.E9P,,,,,,,
nonroad,2025,SCEXL0409AAD,QSB7-G5,OB1,6.69,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2026,TYDXL03.3NLA,,,,,,,
nonroad,2023,PLHAL103.E9P,KD83V16A-6BES,C16GA1154,82.742,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2021,MCEXL015.AAH,QSX15-C,3087:FR10569,14.948,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2025,SJCBL04.8S12,448 TA4-129,I2A,4.765000000000001,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2025,SCPXL78.1NZS,3512C,CERT TEST 2,58.561,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2026,TYDXL.993NPA,5ENBPM,,0.993,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 6-Mode Cycle,Ramped-Modal Testing
nonroad,2026,TLHAL45.0ESP,,,,,,,
nonroad,2026,TVSXL07.7STV,D8M,8-25,7.698,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2025,SCEXL0540AAB,QSL8.9G,OL1,8.88,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2018,JFPXL06.7SDA,F4HFE613R*B,F4HFE613R*B,6.728000000000001,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2025,SCEXL50.0AAF,QSK50,OK1,50.513000000000005,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2026,TPKXL03.6FW1,904J-E36TA(C3.6),PARENT-4770/2400,3.621,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2026,TYDXL01.3TPA,4WTMAE,,1.2670000000000001,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 6-Mode Cycle,Discrete-Modal Testing
nonroad,2026,TTYCL2.29A41,T2300T2,T2300T2,2.287,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2026,TMMLL02.7M40,UT-48,UT-48,2.7310000000000003,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2025,SPKXL01.7JTV,403J-17T(C1.7),PARENT-IF24/2200,1.663,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 6-Mode Cycle,Ramped-Modal Testing
nonroad,2026,TCEXL50.0AAH,QSK50,OK1,50.513000000000005,Compressed Natural Gas,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2019,KCEXL03.8AAB,QSF3.8,4787;FR95224,3.726,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2017,HCEXL03.8AAB,QSF3.8,4787;FR95224,3.726,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2025,SJDXL13.5320,,,,,,,
nonroad,2023,PCEXL03.8AAC,QSF3.8,OF1,3.726,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2021,MCEXL03.8AAC,QSF3.8,4770;FR95208,3.726,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2020,LCEXL03.8AAC,QSF3.8,4770;FR95208,3.726,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2026,TCPXL78.1NZS,3516E,CERT TEST 4,78.081,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2025,SSZXL09.8QXA,AQ-6UZ1X,6UZ1XDQAB-01,9.839,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2025,SSZXL15.7QXB,BQ-6WG1X,6WG1XDQBB-01,15.682,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2020,LFPXL12.9FR2,F3HGE615B*V,F3HGE615B*V,12.882000000000001,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2018,JCEXL03.8AAD,QSF3.8,4142;FR94053,3.726,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2026,TKLXL23.2FDD,SAA6D170E-7-B,6C05,23.152,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2025,SCPXL27.0HXF,C27,CERT TEST 3,27.037000000000003,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2026,TKLXL06.7AAM,SAA6D107E-3-B,4458:FR94557,6.69,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2026,TSCLL03.6R74,7085,SJV326CR,2.588,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2025,SCEXL06.7AAK,QSB6.7,OB1,6.69,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2025,SFPXL06.7SDB,,,,,,,
nonroad,2025,SCPXL78.1NSF,3516C,CERT 2,78.081,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2026,TYDXL02.2S4N,,,,,,,
nonroad,2026,TYDXL02.0S4T,3MTGP,,1.995,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2025,SLHAL18.0ESP,D976 A7-02,R06G71001,17.96,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2026,TVPXL12.8BCA,TAD1352GE,1,12.777000000000001,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2026,TVPXL16.1BDA,TAD1650 GE,1,16.123,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2026,TVPXL17.3ADA,TWD1744GE,1,17.262,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2021,MLHAL103.VQC,D9812G,C12GB1101,62.056000000000004,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2026,TCEXL08.9AAQ,QSL8.9,OL1,8.88,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2026,TLHAL103.ESP,,,,,,,
nonroad,2020,LLHAL103.ESP,D9812G,C12GA1105,62.056000000000004,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2021,MLHAL103.ESP,D9820G,C20GA1103,103.427,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2021,MLHAL103.ESP,D9812G,C12GA1104,62.056000000000004,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2026,TPKXL02.2IR1,404J-E22TA(C2.2),PARUS-6824/1800,2.217,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2026,TPKXL02.2IW1,403J-E17T(C1.7),PARENT-6808/2800,1.663,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2026,TJDXL02.9318,3029,3029HPRNT3A,2.94,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2026,TFPXL04.5DTD,F4GE9455A*J,F4GE9455A*J,4.485,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2026,TJDXL06.8309,6068,6068HPRNT11A,6.788,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2026,TSZXL07.8QXB,BQ-6HK1X,6HK1XDQBA-01,7.79,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2026,TMNBL09.0OR4,D1556LE,121,9.037,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2024,RDTAL12.8RJD,OM 471 LA,471LA.E5-1,12.809000000000001,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2024,RDTAL12.8RJD,OM 471 LA,471LA.E5-1,12.809000000000001,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2023,PDTAL12.8RJD,OM 471 LA,471LA.E5-1,12.809000000000001,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2022,NDTAL10.6RJD,OM 470 LA,470LA.E5-1,10.677000000000001,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2022,NDTAL15.6RJD,OM 473 LA,473LA.E5-1,15.569,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2020,LMBXL10.6RJD,OM 470 LA,470LA.E5-1,10.677000000000001,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2020,LMBXL12.8RJD,OM 471 LA,471LA.E5-1,12.809000000000001,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2016,GCEXL015.AAJ,,,,,,,
nonroad,2015,FCEXL015.AAJ,,,,,,,
nonroad,2026,TCEXL06.7AAU,QSB6.7,OB1,6.69,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2027,VDICL02.5LEA,DK02P,DK02-LEP00,2.545,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2026,TJDXL09.0308,6090,6090HPRNT6,8.984,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2026,TFPXL02.8EH2,,,,,,,
nonroad,2024,RFPXL02.8EH2,,,,,,,
nonroad,2023,PFPXL03.6EHK,,,,,,,
nonroad,2026,TCEXL060.AAD,QSK78-G,OK21,77.62700000000001,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2026,TCPXL78.1NSF,3516C,CERT 1,78.081,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2021,MFPXL03.4ESD,,,,,,,
nonroad,2019,KFPXL03.4ESD,,,,,,,
nonroad,2018,JFPXL03.4ESD,F5GFL413E*B,F5GFL413E*B,3.387,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2025,SFPXL03.6EHP,,,,,,,
nonroad,2026,TJDXL04.5315,4045,4045HPRNT11,4.525,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2022,NCEXL30.0AAE,QST30,OT1,30.48,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2026,TYDXL02.1HDA,4RHMAYJ,,2.091,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2026,TMRBL122.EMS,20M61,20M61G6D2/6,121.917,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2026,TMRBL109.EMS,12M55,12M55G12D2/5,65.653,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2026,TMRBL65.4EMS,6M33,6M33G8D2/5,19.615000000000002,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2023,PCEXL050.AAD,QSK19-G,OK1,18.942,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2026,TKBXL03.8CKD,,,,,,,
nonroad,2026,TKBXL02.6EMD,,,,,,,
nonroad,2026,TJCBL04.8S12,448 TA4-129,I2A,4.765000000000001,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2026,TDICL03.4LED,DM03PA,DM03-LEP00,3.4090000000000003,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2026,TCPXL106.NVF,C175-16,CERT 1,84.66600000000001,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2026,TKBXL.899KCB,,,,,,,
nonroad,2026,TVPXL16.1ADB,TWD1683GE-B,1,16.123,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2021,MCEXL050.AAD,QSK38-G26,5720:FR60648,37.885000000000005,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2020,LCEXL050.AAD,QSK19-G,1485:FR4446,18.942,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2018,JFPXL08.7T4V,,,,,,,
nonroad,2011,BLGCL02.0L3L,L3BL,L3BL,1.915,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2011,BLGCL02.5S4Q,S4QS,S4QS,2.311,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2011,BTLEL5.996TA,1006D-6TA115,,5.985,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2012,CDZXL07.1028,TAD754GE,D3CC251,7.1450000000000005,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2012,CDZXL04.8025,TAD551GE,D3UC100,4.764,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2011,BLESL2.67AAA,LN490DZL,,2.672,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2011,BYNDL1.53YSD,Y385T,,1.532,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 6-Mode Cycle,Discrete-Modal Testing
nonroad,2011,BWKPL2.19AAA,KD488ZA,,2.19,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2011,BJDGL0.42AAA,JD186FA,,0.41800000000000004,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2012,CDZXL06.1008,TCD6.1L6,C4FI129A,6.057,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2012,CVPXL12.8CEA,TAD 1365VE,VI,12.777000000000001,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2011,BKBXL03.8AHC,V3800-DI-TI-BG-ET,V3800-DI-TI-BG-ET01,3.77,7-15 ppm Ultra Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2011,BDCLL.927D75,3C093,3C093LWB,0.927,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 6-Mode Cycle,Discrete-Modal Testing
nonroad,2012,CSZXL02.2VNC,BV-4LE1,4LE1NCVFA-01,2.2,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2012,CSZXL02.2VTB,BV-4LE1T,4LE1TCVFA-01,2.2,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Ramped-Modal Testing
nonroad,2012,CMMLL02.5N52,NE352,,2.4970000000000003,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2012,CMMLL02.5N62,NE362,,2.4970000000000003,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2012,CMMLL02.7M30,MDI2700R2,,2.732,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2012,CMMLL02.5NEF,NE342E 4WD,,2.4970000000000003,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2012,CFPXL12.9TST,F3DFE613D*A,F3DFE613D*A,12.882000000000001,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2012,CMFTL02.8M4B,4M40-TLA3A,4M40TLA3A-US12,2.835,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2012,CCPXL12.5ESK,C13,Cert Test 1,12.5,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2012,CLGCL02.5S4Q,S4QS,S4QS,2.311,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2012,CFZSL0.42AAA,SU186FA,,0.41800000000000004,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2012,CPKXL06.6PJ3,2636/2200,1,6.598000000000001,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2012,CH3XL2.22N4T,GP60/2800,404D-22T,2.217,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2012,CYDXL1.11V3N,3TNV76-VM1,,1.116,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 6-Mode Cycle,Discrete-Modal Testing
nonroad,2012,CYDXL1.11X3N,3TNV76-VM21,,1.116,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2012,CNDXL02.7TNA,TD27,TD27AC,2.664,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2012,CYDXL1.50K3T,3JTKP,,1.496,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2012,CYDXL2.66P4N,WUN1P,,2.6590000000000003,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2012,CKMCL1.71A38,A1700T1,,1.715,7-15 ppm Ultra Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2012,CCEXL03.3ACE,B3.3,FR92198,3.2600000000000002,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Ramped-Modal Testing
nonroad,2012,CYNDL1.53YSD,,,,,,,
nonroad,2012,CYNDL2.55AAA,,,,,,,
nonroad,2012,CMDDL31.8XRR,12V2000 ADEC,5567,23.900000000000002,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2012,CPKXL06.6PJ1,2636/2200,1,6.598000000000001,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2012,CFPXL06.7DGB,F4GE9485A*J,F4GE9485A*J,4.5,300-500 ppm Low Sulfur Diesel,Constant Speed,Steady-State 5-Mode Cycle,Discrete-Modal Testing
nonroad,2012,CFPXL08.7TR3,F2CE9684F*E,F2CE9684F*E,8.709,300-500 ppm Low Sulfur Diesel,Variable Speed,Steady-State 8-Mode Cycle,Discrete-Modal Testing
nonroad,2012,CDCLL02.0D83,,,,,,,
